PRODUTO;UNIDADE;ANO;REGIÃO;ESTADO;JAN;FEV;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;TOTAL
MAR (bep);bep;2005;REGIÃO NORDESTE;ALAGOAS;95620,49;85547,84;94822,28;88005,82;93384,235;87796,765;92636,705;93042,145;89196,8;90900,915;79428,23;81075,33;1071457,555
MAR (bep);bep;2005;REGIÃO NORDESTE;SERGIPE;206999,397661;179704,637119;200575,240138;183865,5138985;188864,760777;232114,7465245;254958,41;222415,515;226831,01;228389,42;190335,075;194820,255;2509873,981118
MAR (bep);bep;2005;REGIÃO NORDESTE;BAHIA;16456,209042;15180,61118;16257,0765525;15122,2499925;15081,4627285;14073,1321815;13138,79;11219,285;8843,66;11067,245;10858,19;10997,56;158295,471677
MAR (bep);bep;2005;REGIÃO SUDESTE;ESPÍRITO SANTO;-1504,193803;-521,56055;-832,691405000001;-950,453987000001;-786,3654505;-2534,453586;-4960,305;-5169,36;-6449,03;-5948,565;-1127,63;297,745;-30486,8637815
MAR (bep);bep;2005;REGIÃO SUDESTE;RIO DE JANEIRO;2126149,759293;1918180,697391;2241661,396695;1924200,005336;2140410,556347;2192537,8865565;2512239,275;2486411,48;2467761,24;2512904,45;2599332,855;2677951,402315;27799741,0039335
MAR (bep);bep;2005;REGIÃO SUDESTE;SÃO PAULO;223897,905;200553,43;221262,545;207015,13;213369,135;200464,74;176100,33;201129,915;190791,195;188897,03;167624,1;173655,02;2364760,475
MAR (bep);bep;2005;REGIÃO SUL;PARANÁ;0;0;0;0;0;0;0;0;0;0;0;0;0
TERRA (bep);bep;2006;REGIÃO NORTE;AMAZONAS;196296,31;158148,770815;190202,8059015;204728,5751;162331,733305;199384,21706;221767,754915;224056,00126;189424,982565;226705,43763;219335,33664;206011,254225;2398393,1794165
TERRA (bep);bep;2006;REGIÃO NORDESTE;MARANHÃO;0;0;0;0;0;0;0;0;0;0;0;0;0
TERRA (bep);bep;2006;REGIÃO NORDESTE;CEARÁ;-21133,56;-17737,1720155;-19640,7292865;-19004,490666;-26036,529449;-19004,253737;-19637,6910205;-23059,933407;-21284,733372;-23058,5910205;-20335,2556085;-22109,742956;-252042,6825385
TERRA (bep);bep;2006;REGIÃO NORDESTE;RIO GRANDE DO NORTE;34718,203499;22987,316569;21255,409924;33074,9127345;35932,671145;26808,7095675;27465,141634;27634,199978;34309,7765465;31755,653419;27329,559964;37578,249478;360849,8044585
TERRA (bep);bep;2006;REGIÃO NORDESTE;ALAGOAS;457790,942406;421823,53899;425874,01129;463948,051805;460566,772162;434088,1680415;449872,14426;402627,69078;431035,8073;420803,3955685;396575,4845465;383143,314995;5148149,3221445
